Date,T2M,WS2M,QV2M,RH2M,PREC,PS,SWRD
26/08/20,24.83,2.41,15.93,82.5,0.2,100.69,6.81
27/08/20,24.9,2.88,16.6,85.5,2.27,100.75,6.78
28/08/20,24.55,3.58,16.72,87.31,5.28,100.62,6.89
29/08/20,24.82,3.44,16.42,84.88,1.07,100.57,6.91
30/08/20,24.63,3.38,16.3,84.88,1.15,100.63,7.02
31/08/20,24.98,3.28,16.11,82.5,1.09,100.67,7
01/09/20,25.26,2.7,15.81,79.69,0.31,100.58,6.98
02/09/20,24.96,2.73,16.11,82.06,1.03,100.49,7.05
03/09/20,25.15,3.48,16.6,84,1.7,100.6,7.14
04/09/20,25.51,3.27,16.6,82.62,1.39,100.82,6.97
05/09/20,25.37,3.14,16.24,81.5,0.78,100.7,7.2
06/09/20,25.21,2.91,16.48,83.19,1.39,100.51,7.12
07/09/20,25.62,2.96,16.85,82.94,1.62,100.42,7.1
08/09/20,25.82,3.48,17.15,83.31,1.44,100.48,7.03
09/09/20,25.85,3.05,16.91,82.25,1.93,100.61,6.94
10/09/20,24.62,2.92,16.85,87.25,4.53,100.6,6.95
11/09/20,25.68,2.77,16.78,82.62,3.03,100.51,7.06
12/09/20,25.36,2.23,17.33,86.31,20.3,100.58,6.86
13/09/20,25.27,2.55,17.58,87.88,11.41,100.67,7.06
14/09/20,25.3,2.91,17.27,86.56,4.97,100.7,7.01
15/09/20,25.39,2.68,17.33,86.19,4.96,100.6,6.78
16/09/20,24.96,3.63,17.21,87.69,6.76,100.49,6.9
17/09/20,24.67,3.17,16.72,86.81,4.9,100.54,6.83
18/09/20,25.07,2.25,16.3,83.12,1.29,100.7,6.75
19/09/20,25.17,2.33,16.72,84.69,4.89,100.69,6.66
20/09/20,25.05,2.7,17.27,87.5,4.56,100.7,6.81
21/09/20,25.38,2.98,17.27,86.06,3,100.67,6.96
22/09/20,25.3,2.73,17.21,86.19,3.95,100.69,6.87
23/09/20,25.26,3.12,17.4,87.31,4.36,100.68,7
24/09/20,25.56,2.7,17.52,86.5,4.03,100.7,6.96
25/09/20,25.65,1.77,17.46,85.88,3.94,100.72,6.86
26/09/20,25.35,2.64,17.52,87.25,4.37,100.58,6.99
27/09/20,25.65,2.4,17.27,84.62,4.28,100.48,7
28/09/20,26.06,2.05,17.76,85,10.27,100.53,6.74
29/09/20,25.8,2.41,18.07,87.62,4.41,100.57,6.8
30/09/20,25.34,2.74,17.82,88.56,4.87,100.51,6.86
01/10/20,25.26,2.79,17.58,87.75,3.34,100.42,6.97
02/10/20,25.91,2.48,17.4,83.69,2.14,100.39,7.08
03/10/20,26.18,2.38,17.21,81.62,1.64,100.47,7.14
04/10/20,26.04,2.71,17.64,84.38,3.27,100.57,6.98
05/10/20,26.19,2.09,17.58,83.44,2.53,100.64,6.87
06/10/20,25.83,2.25,17.52,84.94,4.33,100.68,6.75
07/10/20,25.83,2.22,17.76,85.81,7.22,100.66,6.83
08/10/20,25.86,2.41,17.82,86.06,5.36,100.64,6.92
09/10/20,25.48,2.8,18.01,88.75,7.5,100.65,6.89
10/10/20,25.53,2.44,18.25,89.5,27.75,100.59,6.81
11/10/20,25.21,3.06,17.82,89.19,31.99,100.6,6.88
12/10/20,25.37,2.06,17.64,87.5,4.63,100.59,6.83
13/10/20,25.63,2.15,17.76,86.88,12.54,100.61,6.83
14/10/20,25.7,2.17,18.01,87.5,20.12,100.63,6.61
15/10/20,25.56,2.43,18.13,88.81,15.79,100.64,6.69
16/10/20,25.72,2.16,18.01,87.31,12.57,100.6,6.51
17/10/20,25.86,1.91,18.07,86.94,10.91,100.5,6.63
18/10/20,25.68,2.35,18.13,88.06,8.72,100.44,6.93
19/10/20,25.82,2.34,18.01,86.81,5.61,100.52,6.83
20/10/20,25.83,2.35,18.07,87.06,8.88,100.58,6.86
21/10/20,26.46,1.4,18.19,84.81,1.84,100.54,6.85
22/10/20,26.46,1.77,18.49,86.19,5.52,100.55,6.74
23/10/20,26.34,2.1,18.62,87.25,13.11,100.59,6.56
24/10/20,26.48,1.94,18.49,85.88,11.96,100.53,6.66
25/10/20,26.29,2.02,18.68,87.69,22.03,100.42,6.43
26/10/20,26.44,1.64,18.92,87.75,17.51,100.38,6.25
27/10/20,26.52,2.04,19.35,89.12,23.43,100.35,6.35
28/10/20,25.55,1.42,18.31,89.56,4.92,100.43,6.17
29/10/20,26.54,1.56,18.43,85.19,2.71,100.46,6.22
30/10/20,26.75,1.76,18.62,85.06,2.04,100.49,6.45
31/10/20,26.76,1.84,18.8,85.75,3.09,100.47,6.5
01/11/20,26.8,2.04,18.92,86,2.45,100.39,6.38
02/11/20,26.47,1.81,18.98,88,6.62,100.42,6.41
03/11/20,26.98,1.93,19.17,86.38,5.22,100.49,6.18
04/11/20,26.71,2.12,19.04,87,3.6,100.48,6.21
05/11/20,27.01,1.75,19.17,86.06,7.18,100.45,6.16
06/11/20,26.67,1.45,18.98,87.12,4.84,100.57,5.98
07/11/20,26.65,1.82,18.8,86.5,3.42,100.64,6.26
08/11/20,26.33,1.56,18.62,87.31,5.24,100.7,6.29
09/11/20,26.52,1.49,18.07,83.88,5.66,100.66,6.29
10/11/20,26.19,1.75,18.31,86.44,7.72,100.53,6.11
11/11/20,26.37,1.78,18.68,87,5.91,100.45,6.11
12/11/20,27.03,1.33,18.98,85.19,2.63,100.46,6.21
13/11/20,26.9,0.98,18.37,83.5,4.02,100.52,6.12
14/11/20,26.72,1.1,18.37,84.25,4.65,100.52,6.19
15/11/20,27.16,1.21,18.25,81.69,3.14,100.45,6.12
16/11/20,26.94,1.53,18.55,84,3.17,100.46,6.15
17/11/20,25.87,1.65,17.88,85.81,4.15,100.46,5.81
18/11/20,26.46,1.32,17.4,80.75,2.97,100.48,5.46
19/11/20,26.38,1.7,18.13,84.62,1.84,100.39,5.73
20/11/20,25.86,1.88,18.43,88.25,2.46,100.34,5.82
21/11/20,26.19,1.9,18.55,87.56,11.08,100.39,5.77
22/11/20,25.43,1.24,17.58,86.81,13.69,100.54,5.95
23/11/20,26.47,1.23,18.25,84.81,5.02,100.54,6.04
24/11/20,26.76,1.8,19.1,87,7.42,100.53,6.13
25/11/20,26.37,2.02,19.29,89.69,6.36,100.43,5.97
26/11/20,25.36,2.06,18.19,89.69,4.98,100.43,5.69
27/11/20,25.37,1.94,17.21,85.06,0.61,100.48,5.97
28/11/20,26.12,1.44,17.82,84.62,0.77,100.53,5.92
29/11/20,26.3,1.62,18.43,86.38,0.71,100.48,6
30/11/20,26.68,1.91,18.8,86.25,1.08,100.51,6
01/12/20,26.01,2.24,18.43,87.75,2.89,100.54,6
02/12/20,26.15,1.94,17.82,84.5,2.46,100.56,6.06
03/12/20,26.47,1.72,18.01,83.94,0.78,100.6,6.07
04/12/20,26.6,1.85,18.31,85,0.76,100.65,6.07
05/12/20,26.62,1.73,18.49,85.44,0.97,100.56,6.02
06/12/20,26.67,2.03,18.55,85.31,1.47,100.53,6.12
07/12/20,26.48,2.37,18.62,86.5,3.39,100.68,5.76
08/12/20,26.44,1.99,18.55,86.44,5.14,100.67,5.83
09/12/20,26.56,1.85,18.55,85.88,2.75,100.58,5.94
10/12/20,26.08,2.02,18.55,88.12,2.13,100.6,5.91
11/12/20,26.29,2.07,18.8,88,3.28,100.59,5.75
12/12/20,26.65,1.93,18.74,86.12,6.19,100.51,5.82
13/12/20,26.55,2.16,18.8,86.88,7.29,100.4,5.73
14/12/20,26.38,1.87,18.74,87.38,7.23,100.41,5.76
15/12/20,26.62,1.89,18.62,85.69,6.82,100.42,5.57
16/12/20,26.55,1.95,18.92,87.25,9.83,100.49,5.63
17/12/20,25.98,2.05,18.55,88.5,3.86,100.52,5.84
18/12/20,25.79,1.99,18.43,88.88,2.83,100.52,5.69
19/12/20,26.12,1.77,18.31,86.75,1.68,100.44,5.58
20/12/20,26.08,1.72,18.25,86.5,1.41,100.46,5.36
21/12/20,26.96,1.33,18.25,82.75,2.14,100.45,5.43
22/12/20,26.34,1.54,18.74,87.44,4.66,100.43,5.27
23/12/20,25.95,1.33,18.55,88.62,3.18,100.43,5.58
24/12/20,26.46,1.58,18.62,86.25,1.35,100.37,5.21
25/12/20,26.98,1.12,18.31,82.56,1.91,100.3,5.18
26/12/20,26.93,1.5,18.74,84.62,1.68,100.3,5.45
27/12/20,26.6,1.48,18.37,84.94,0.08,100.34,5.61
28/12/20,26.75,1.4,18.49,84.81,0.44,100.34,5.44
29/12/20,26.8,1.52,17.94,82.25,0.01,100.31,5.17
30/12/20,26.28,1.41,17.7,83.81,0.02,100.36,4.83
31/12/20,26.77,1.88,18.86,86.25,0.11,100.47,4.64
01/01/21,27.1,2.02,19.29,86.38,6.05,100.39,4.87
02/01/21,26.4,2.27,19.65,91.25,12.92,100.38,5.46
03/01/21,26.71,2.08,19.29,88.12,13.96,100.38,5.66
04/01/21,26.8,1.72,18.92,86.19,15.25,100.35,5.45
05/01/21,26.74,2.16,19.29,87.94,17.71,100.34,5.34
06/01/21,25.98,2.41,18.86,89.75,4.87,100.43,5.29
07/01/21,26.33,1.78,18.07,84.69,1.72,100.48,5.71
08/01/21,26.28,1.91,18.43,86.69,2.18,100.47,5.55
09/01/21,26.55,2.11,18.8,86.81,2.34,100.45,5.55
10/01/21,26.26,2.17,18.98,89.06,1.76,100.34,5.67
11/01/21,26.33,2.12,18.92,88.5,5.3,100.35,5.47
12/01/21,26.05,1.91,19.04,90.38,4.63,100.48,5.76
13/01/21,25.68,1.95,18.74,91,5.21,100.55,5.82
14/01/21,26.25,1.52,18.19,85.75,1.38,100.5,5.58
15/01/21,26.36,1.67,18.31,85.81,1.41,100.38,5.64
16/01/21,25.53,1.73,18.43,90.12,1.5,100.32,5.52
17/01/21,26.44,1.32,18.07,84.62,1.24,100.32,5.3
18/01/21,26.47,1.41,18.43,85.81,4.23,100.4,5.18
19/01/21,26.59,1.55,18.25,84.56,4.23,100.45,5.22
20/01/21,26.76,1.28,18.01,82.5,3.45,100.44,5.41
21/01/21,26.9,1.34,18.19,82.75,0.23,100.42,5.36
22/01/21,26.93,1.48,18.13,82.62,0.34,100.47,5.05
23/01/21,26.67,1.7,16.11,74.56,0.03,100.4,4.9
24/01/21,25.69,1.3,16.91,82.81,0.06,100.38,4.69
25/01/21,26.35,1.7,18.13,85.25,0.06,100.4,4.9
26/01/21,26.56,1.74,18.25,84.81,0.23,100.41,5.12
27/01/21,26.67,2.01,18.68,85.88,0.33,100.39,5.24
28/01/21,26.58,1.99,18.62,86.12,0.62,100.41,5.27
29/01/21,26.92,1.84,18.62,84.44,0.9,100.44,5.26
30/01/21,26.73,1.82,18.8,85.88,0.93,100.43,5.25
31/01/21,26.71,2.05,18.98,86.94,0.12,100.4,5.46
01/02/21,26.58,1.98,19.17,88.44,0.09,100.44,5.14
02/02/21,27.23,1.63,18.86,84.25,0.01,100.47,5.03
03/02/21,27.52,1.7,18.68,82.31,0.07,100.49,5.38
04/02/21,27.22,1.94,19.04,84.81,0.06,100.41,5.39
05/02/21,26.85,2.2,18.86,85.69,4.7,100.48,5.57
06/02/21,26.3,1.87,18.55,87,2.43,100.5,5.67
07/02/21,27.31,2.09,19.23,85.12,1.04,100.37,5.95
08/02/21,27.37,2.29,19.41,85.69,3.39,100.3,5.65
09/02/21,26.57,2.77,18.92,87.12,2.57,100.4,5.2
10/02/21,27.43,1.94,18.8,82.94,1.81,100.35,5.33
11/02/21,27.31,2.38,19.78,87.38,2.61,100.34,5.77
12/02/21,27.5,2.23,19.65,86.12,3.79,100.28,6.12
13/02/21,27.58,2.83,19.53,85.19,4.01,100.22,5.96
14/02/21,27.44,2.62,19.41,85.31,7.27,100.23,6.02
15/02/21,26.79,2.13,19.84,90.06,22.36,100.28,6.06
16/02/21,26.69,1.98,20.08,91.62,20.46,100.31,5.99
17/02/21,26.07,2.42,18.01,85.56,15.22,100.49,5.9
18/02/21,25.9,1.41,17.33,83.31,10.74,100.61,5.67
19/02/21,26.83,1.6,17.7,81.06,1.91,100.58,5.76
20/02/21,26.97,1.48,18.25,82.75,0.18,100.61,5.98
21/02/21,27.13,1.54,18.43,83,0.2,100.5,5.4
22/02/21,26.08,1.8,17.76,84.75,0.16,100.45,5.53
23/02/21,26.46,1.68,18.25,85,0.1,100.47,5.36
24/02/21,26.92,2.06,18.31,83.31,0.55,100.5,5.31
25/02/21,26.83,2.75,18.37,83.81,2,100.49,5.49
26/02/21,26.78,2.37,18.31,83.69,0.56,100.4,5.79
27/02/21,26.64,2.06,18.8,86.38,1.68,100.29,5.93
28/02/21,26.94,2.16,19.23,86.5,1.93,100.22,5.91
01/03/21,27.2,2.07,19.1,84.88,0.69,100.19,5.59
02/03/21,27.8,1.77,19.41,83.56,1.37,100.18,5.91
03/03/21,27.28,2.1,19.96,88,7.24,100.23,5.6
04/03/21,26.98,2.74,19.78,88.69,6.34,100.25,5.24
05/03/21,26.73,2.41,19.84,90.25,6.38,100.29,5.87
06/03/21,26.94,2.52,19.04,85.94,10.17,100.49,6.53
07/03/21,26.72,2.5,18.92,86.44,1.63,100.49,6.12
08/03/21,26.91,2.56,19.23,86.62,1.56,100.33,6.38
09/03/21,26.17,2.98,19.23,90.38,22.9,100.3,6.29
10/03/21,26.77,3.05,18.92,86.25,2.47,100.3,6.16
11/03/21,26.54,2.34,18.86,87,2.06,100.27,6.09
12/03/21,26.58,2.38,18.92,87.06,2.89,100.25,6.52
13/03/21,26.7,2.46,19.04,87.12,4.76,100.37,6.05
14/03/21,26.48,1.91,18.43,85.56,2.39,100.49,6.42
15/03/21,26.87,1.37,18.25,82.81,3.74,100.34,6.11
16/03/21,26.26,2.84,18.8,87.94,5.92,100.29,6.01
17/03/21,25.59,3.01,18.37,89.38,9.7,100.39,6.2
18/03/21,25.21,2.24,17.52,87.44,1.05,100.44,6.2
19/03/21,26.48,1.9,17.94,83.25,0.8,100.33,6.58
20/03/21,26.52,2.15,18.49,85.75,3.13,100.38,6.62
21/03/21,26.75,2.3,18.62,85.12,1.7,100.33,6.73
22/03/21,26.02,2.91,18.74,89.06,6.58,100.36,6.35
23/03/21,25.6,3.1,18.01,88,9.83,100.57,6.57
24/03/21,25.8,2.16,17.76,86.06,7.61,100.61,6.77
25/03/21,25.86,2.23,18.13,87.06,5.54,100.54,6.71
26/03/21,26.99,1.55,18.68,84.25,5.23,100.37,6.46
27/03/21,26.5,2.17,19.17,88.5,1.8,100.37,6.75
28/03/21,26.83,1.82,19.29,87.5,2.22,100.4,6.05
29/03/21,26.98,1.74,19.41,87.25,1.71,100.41,5.73
30/03/21,27.15,1.64,19.04,85.06,0.75,100.36,4.79
31/03/21,26.55,2.03,19.1,87.81,1.53,100.26,4.47
01/04/21,27.45,1.83,19.17,84.06,0.34,100.34,4.47
02/04/21,27.3,1.91,19.41,85.94,0.6,100.41,5.51
03/04/21,27.26,2.22,19.53,86.44,0.73,100.39,5.67
04/04/21,27.47,2.27,19.47,85.44,1.1,100.35,6.04
05/04/21,27.12,2.44,19.47,86.94,1.58,100.38,6.45
06/04/21,27,1.9,19.59,87.88,5.53,100.35,6.25
07/04/21,27.4,1.9,19.65,86.06,4.25,100.38,6.66
08/04/21,27.3,2.43,20.02,88.19,2.25,100.37,6.49
09/04/21,26.85,2.4,20.2,91.12,12.51,100.35,6.23
10/04/21,26.84,2.2,19.1,86.44,1.61,100.23,6.56
11/04/21,26.98,2.45,19.17,86.06,0.79,100.33,6.83
12/04/21,27.14,1.77,19.53,86.94,2.65,100.45,6.91
13/04/21,26.9,2.05,19.47,88,1.98,100.49,6.84
14/04/21,26.21,2.12,19.29,90.44,11.88,100.52,6.94
15/04/21,27.08,1.64,18.68,83.75,0.87,100.34,6.95
16/04/21,26.78,2.54,19.71,89.31,4.86,100.26,6.79
17/04/21,26.26,2.08,18.92,88.56,2.26,100.39,7.06
18/04/21,26.02,1.45,17.88,85.06,28.43,100.48,7.01
19/04/21,26.67,1.85,18.31,84.06,8.56,100.45,6.56
20/04/21,26.7,1.91,19.04,86.88,1.69,100.35,6.82
21/04/21,27,1.86,19.9,89.06,3.03,100.35,6.84
22/04/21,26.93,1.97,19.71,88.81,5.81,100.43,6.88
23/04/21,26.73,2.15,19.47,88.69,4.54,100.44,6.56
24/04/21,26.87,2.22,19.59,88.38,8.51,100.36,6.87
25/04/21,26.6,2.05,19.1,87.75,5.47,100.36,6.69
26/04/21,26.7,2,19.35,88.25,5.61,100.34,6.77
27/04/21,27.05,2.4,19.96,89.12,6.6,100.22,6.69
28/04/21,26.7,1.74,20.08,91.38,9.71,100.29,6.54
29/04/21,26.76,1.78,19.59,89.06,1.69,100.35,6.82
30/04/21,27,2.08,19.65,88.06,3.4,100.33,6.85
01/05/21,27.26,1.99,19.78,87.44,2.28,100.31,6.87
02/05/21,26.81,2.41,19.96,90.19,5.83,100.29,6.81
03/05/21,26.73,2.34,19.84,90.19,5.35,100.36,6.74
04/05/21,26.4,2.2,17.88,83.5,3.22,100.41,6.8
05/05/21,26.5,2.45,18.74,86.88,2.73,100.45,6.73
06/05/21,26.14,2.8,18.92,89.44,2.57,100.6,6.65
07/05/21,26.1,1.93,18.8,89.06,0.39,100.68,6.96
08/05/21,26.01,2.77,18.62,88.62,3.24,100.73,6.76
09/05/21,26.38,1.41,17.88,83.62,2.54,100.64,6.79
10/05/21,26.41,1.84,18.37,85.69,0.94,100.56,6.85
11/05/21,27.02,2.11,18.92,85.19,0.93,100.58,7.1
12/05/21,26.99,2.37,18.68,84.12,1.01,100.61,6.96
13/05/21,27.31,2.42,19.23,84.88,2.12,100.45,6.73
14/05/21,27.35,2.46,19.78,86.88,4.82,100.37,6.72
15/05/21,27.04,1.96,19.78,88.62,7.96,100.44,6.75
16/05/21,26.74,2.17,19.59,89.19,4.8,100.43,6.82
17/05/21,26.65,2.76,19.65,89.94,7.34,100.46,6.64
18/05/21,26.48,2.21,19.78,91.5,17.13,100.54,6.7
19/05/21,26.37,2.15,19.35,90.12,4.71,100.58,6.87
20/05/21,26.63,2.38,19.1,87.81,2.14,100.64,6.7
21/05/21,26.25,2.22,18.37,86.56,2.77,100.66,6.55
22/05/21,25.98,1.69,18.55,88.62,2.09,100.7,6.71
23/05/21,26.8,1.52,18.8,85.81,1.01,100.61,6.62
24/05/21,27.05,2.15,19.53,87.69,1.03,100.57,6.81
25/05/21,27.34,2.15,19.84,87.56,2.21,100.57,6.63
26/05/21,26.83,2.36,19.65,89.12,8.29,100.57,6.51
27/05/21,26.94,2.22,19.84,89.31,9.72,100.5,6.61
28/05/21,26.87,1.77,19.96,90.06,8.59,100.45,6.43
29/05/21,27.37,1.8,19.65,86.56,4.56,100.42,6.54
30/05/21,26.87,2.27,20.02,90.38,12.12,100.4,6.42
31/05/21,26.44,1.91,19.29,89.44,11.28,100.52,6.25
01/06/21,26.12,1.64,17.64,83.69,0.76,100.51,6.53
02/06/21,26.8,2.19,18.62,84.94,5.34,100.51,6.61
03/06/21,27.39,1.66,19.65,86.5,4.01,100.55,6.7
04/06/21,27.05,2.35,20.02,89.56,7.16,100.57,6.64
05/06/21,26.57,2.5,19.29,88.75,4.18,100.57,6.23
06/06/21,26.46,2.25,18.62,86.5,3.02,100.47,6.46
07/06/21,26.52,2.05,18.74,86.56,2.76,100.45,6.44
08/06/21,26.86,1.71,18.55,84.25,1.82,100.5,6.42
09/06/21,26.69,2.16,19.29,88.12,4.76,100.47,6.54
10/06/21,25.83,1.88,19.17,92,11.57,100.45,6.42
11/06/21,25.8,1.97,18.68,90,3.61,100.48,6.64
12/06/21,26.23,1.41,18.37,86.5,2.85,100.58,6.46
13/06/21,26.85,2.07,18.98,86.19,2.44,100.63,6.62
14/06/21,26.59,1.97,18.98,87.69,4.73,100.67,6.35
15/06/21,26.08,2.77,19.04,90.44,14.43,100.66,6.07
16/06/21,25.63,2.62,18.43,89.75,17.49,100.74,6.25
17/06/21,26.08,1.97,18.07,85.88,2.11,100.79,6.48
18/06/21,26.02,2.72,17.88,85.44,3.29,100.78,6.56
19/06/21,26.18,2.72,18.31,86.69,8.66,100.73,6.33
20/06/21,25.64,2.77,18.49,90,22.25,100.75,6.45
21/06/21,25.5,2.56,17.7,87.25,4.38,100.79,6.75
22/06/21,25.51,2.24,17.76,87.5,8.55,100.71,6.46
23/06/21,25.33,2.77,18.07,89.5,21.96,100.6,6.38
24/06/21,24.87,2.12,17.52,89.44,6.28,100.64,6.51
25/06/21,24.82,1.27,16.72,85.81,15,100.71,6.57
26/06/21,25.33,1.3,16.91,84.38,5.28,100.62,6.62
27/06/21,25.51,1.8,17.4,85.62,6.21,100.57,6.48
28/06/21,25.3,2.45,17.27,86.31,3.09,100.74,6.43
29/06/21,25.24,2.24,17.46,87.56,5.69,100.83,6.34
30/06/21,25.23,2.17,17.76,88.81,5.33,100.84,6.4
01/07/21,25.22,2.07,17.58,87.94,13.34,100.83,6.53
02/07/21,25.62,2.49,18.25,89.19,15.87,100.78,6.51
03/07/21,24.79,2.77,18.01,92.25,21.71,100.81,6.48
04/07/21,24.4,2.19,17.09,89.81,7.17,100.88,6.59
05/07/21,25.14,2.63,17.76,89.38,13.98,100.86,6.5
06/07/21,24.61,2.43,17.76,92,16.37,100.77,6.55
07/07/21,25.31,2.7,17.94,89.31,7.09,100.65,6.49
08/07/21,25.2,3.14,18.07,90.56,23.14,100.73,6.54
09/07/21,25.15,3.41,17.46,87.94,15.74,100.75,6.56
10/07/21,25.12,2.94,16.78,84.75,0.16,100.76,6.5
11/07/21,25.07,2.18,16.48,83.5,0.07,100.82,6.58
12/07/21,25.08,2.41,16.66,84.5,0.38,100.85,6.48
13/07/21,25.08,2.69,16.91,85.56,0.53,100.78,6.53
14/07/21,25.05,3.23,17.33,87.62,1.39,100.69,6.43
15/07/21,25.15,2.65,17.15,86.19,0.87,100.66,6.51
16/07/21,24.83,3.41,17.64,90.12,17.3,100.63,6.26
17/07/21,24.92,3.23,17.52,89.38,8.05,100.75,6.58
18/07/21,24.85,2.52,16.85,86.56,0.24,100.81,6.7
19/07/21,24.74,2.9,16.85,87.06,0.35,100.75,6.39
20/07/21,24.88,3.12,16.72,85.69,0.23,100.81,6.62
21/07/21,24.69,2.48,16.24,84.38,0.1,100.98,6.66
22/07/21,24.93,3.05,16.97,86.81,0.16,101,6.73
23/07/21,24.88,3.25,16.66,85.44,0.22,100.89,6.6
24/07/21,24.47,2.67,16.17,85.44,0.08,100.82,6.83
25/07/21,24.37,2.52,16.3,86.44,0.24,100.81,6.77
26/07/21,24.46,2.91,16.17,85.06,0.88,100.76,6.58
27/07/21,24.73,2.8,16.78,86.69,0.61,100.71,6.46
28/07/21,24.53,2.84,16.72,87.44,0.64,100.68,6.26
29/07/21,24.81,2.27,16.97,87.31,1.23,100.73,6.55
30/07/21,24.9,2.55,17.4,89.06,0.77,100.75,6.58
31/07/21,25.12,2.98,17.58,88.75,1.31,100.8,6.61
01/08/21,24.95,3.06,17.4,88.75,1.77,100.92,6.51
02/08/21,25.15,1.98,16.91,85.44,0.4,100.89,6.35
03/08/21,25.23,2.66,17.33,86.94,0.5,100.77,6.31
04/08/21,25.12,3.67,17.7,89.19,0.85,100.78,6.43
05/08/21,24.83,3.22,17.27,88.94,0.54,100.94,6.35
06/08/21,24.83,2.77,16.97,87.56,0.3,100.96,6.6
07/08/21,24.83,3,16.85,86.75,0.21,100.92,6.46
08/08/21,24.41,3.38,17.21,90.5,0.55,100.83,6.58
09/08/21,24.46,3.48,17.27,90.5,4.1,100.84,6.49
10/08/21,24.81,3.01,17.15,88.44,2.87,100.8,6.56
11/08/21,24.26,3.13,17.21,91,4.33,100.69,6.73
12/08/21,24.56,3.09,17.09,89.06,2.98,100.68,6.79
13/08/21,24.49,2.79,16.48,86.38,1.61,100.8,6.85
14/08/21,24.39,2.78,15.93,84.56,0,100.7,7.02
15/08/21,24.33,3.09,15.62,83,0,100.61,6.92
16/08/21,24.75,2.69,16.05,83.31,0,100.67,6.93
17/08/21,24.51,2.66,16.3,85.56,0,100.79,6.83
18/08/21,24.33,2.72,16.11,85.69,0,100.82,6.95
19/08/21,24.51,2.44,16.42,86.06,0.56,100.71,6.96
20/08/21,25.15,3.17,17.4,87.38,13.15,100.57,6.89
21/08/21,24.76,3.28,17.76,91.06,27.31,100.56,6.66
22/08/21,24.78,2.26,17.64,90.5,3.19,100.51,6.64
23/08/21,25.25,1.66,17.46,87.25,1.54,100.45,6.98
24/08/21,25.19,2.39,17.82,89.12,5.79,100.38,6.98
25/08/21,24.73,2.73,17.94,92.06,18.55,100.36,7.06
26/08/21,25.03,2.36,17.52,88.81,2.39,100.54,6.9
27/08/21,24.82,2.43,17.21,88.31,3.16,100.7,6.95
28/08/21,25.18,2.62,18.01,90.12,6.73,100.64,6.99
29/08/21,25.26,3.74,18.07,89.94,5.19,100.43,7.14
30/08/21,25.04,3.53,17.52,88.5,4.98,100.42,7.23
31/08/21,24.87,2.09,17.46,89.06,1.95,100.56,7.03
01/09/21,25.26,2.59,17.88,89.19,4.92,100.56,6.7
02/09/21,24.83,3.46,18.13,92.56,8.77,100.56,6.81
03/09/21,25.14,3.8,17.76,89.25,2.01,100.61,6.79
04/09/21,25.09,3.12,17.7,89.44,2.5,100.63,6.6
05/09/21,24.78,2.97,17.52,90.12,3.21,100.7,6.57
06/09/21,25.07,2.94,17.58,88.88,1.92,100.68,6.76
07/09/21,25.34,1.97,17.7,88.06,1.1,100.62,6.83
08/09/21,25.51,2.02,18.13,89.06,0.98,100.55,6.71
09/09/21,25.33,2.91,18.31,91,3.62,100.56,6.9
10/09/21,25.4,2.87,17.82,88.38,2.43,100.72,6.98
11/09/21,25.44,1.55,17.88,88.62,1.65,100.8,6.91
12/09/21,25.42,2.27,18.01,89.31,1.76,100.69,6.75
13/09/21,25.37,2.37,18.19,90.19,2.64,100.61,6.78
14/09/21,25.33,2.45,18.19,90.31,18.6,100.55,6.55
15/09/21,24.87,2.79,17.82,91,38.23,100.67,6.74
16/09/21,25.14,2,17.82,89.75,1.53,100.78,6.8
17/09/21,24.96,1.77,18.07,91.62,2.94,100.71,6.78
18/09/21,25.23,2.4,18.07,90.38,4.99,100.61,6.8
19/09/21,25.37,2.05,17.88,88.81,2.16,100.59,6.99
20/09/21,25.45,1.95,18.07,89.25,2.27,100.6,7.02
21/09/21,25.57,2.38,18.37,89.88,1.97,100.57,6.92
22/09/21,25.27,1.44,18.25,90.75,4.64,100.59,6.83
23/09/21,25.76,1.73,18.31,88.94,2.6,100.59,6.96
24/09/21,25.94,2.22,18.62,89.38,4.81,100.62,6.75
25/09/21,25.08,3.2,18.62,93.5,31.41,100.58,6.97
26/09/21,24.75,1.8,17.46,89.75,32.24,100.7,6.79
27/09/21,25.76,1.59,17.33,84.69,1.87,100.62,6.86
28/09/21,25.72,1.55,18.07,87.81,5.52,100.43,7.02
29/09/21,24.94,1.9,17.76,90.06,9.32,100.48,6.98
30/09/21,25.69,1.88,18.01,87.62,3.77,100.55,6.84
01/10/21,25.21,1.82,18.13,90.69,13.84,100.62,6.81
02/10/21,25.69,1.48,17.94,87.31,7.72,100.56,6.91
03/10/21,26.19,1.63,18.55,87.62,7.09,100.48,6.84
04/10/21,26.04,1.97,18.8,89.31,5.31,100.46,6.89
05/10/21,26.19,2.01,18.68,88.12,8.84,100.49,6.87
06/10/21,26.13,2.09,18.8,89,10.11,100.51,6.91
07/10/21,25.82,1.45,18.43,88.88,11.67,100.45,6.84
08/10/21,26.42,1.71,18.49,86.06,2.44,100.35,7.01
09/10/21,26.34,2.77,18.98,88.75,7.21,100.45,6.76
10/10/21,25.55,2.57,18.86,92.19,9.04,100.53,6.73
11/10/21,26.03,1.56,18.43,87.75,4.46,100.59,6.93
12/10/21,26.28,1.75,18.92,88.69,5.37,100.56,6.84
